input_text,target_text
vi: Bạn làm xong báo cáo của bạn chưa ?,vsl: Bạn làm xong báo cáo bạn chưa ?
"vi: Tàu đến Hungtington khởi hành từ đường ray mười sáu , đúng không ?",vsl: Tàu đến Hungtington khởi hành từ đường ray mười sáu đúng không ?
vi: Bạn đã yêu cầu nó .,vsl: Bạn yêu cầu nó .
"vi: Ga Tokyo , xin vui lòng .",vsl: Ga Tokyo xin vui lòng .
vi: Bạn làm việc ở đây à ?,vsl: Bạn làm việc ở đây ?
vi: Tôi không đổ lỗi cho bạn .,vsl: Tôi đổ lỗi cho bạn không
vi: Để tôi yên .,vsl: tôi yên .
vi: Tốt lắm .,vsl: Tốt .
vi: Tổng cộng là bao nhiêu tiền ?,vsl: Tổng cộng là tiền bao nhiêu ?
vi: Thẳng lên .,vsl: Thẳng lên .
vi: Tôi xin lỗi đã để bạn chờ .,vsl: Tôi xin lỗi bạn chờ .
vi: Đó chỉ là may mắn thôi .,vsl: Đó là may mắn thôi .
vi: Bây giờ tất cả đã kết thúc rồi .,vsl: Bây giờ tất cả kết thúc rồi .
vi: Ý tôi là công việc .,vsl: Ý tôi là công việc .
vi: Tôi thuận tay phải .,vsl: Tôi thuận tay phải .
vi: Cho tôi biết .,vsl: Cho tôi biết .
vi: Tôi không có lý do nào .,vsl: Tôi có lý do không
vi: Tôi thấy chán nản .,vsl: Tôi thấy chán nản .
"vi: Kenta đang ra ngoài , nhưng anh ấy sẽ quay lại sớm .",vsl: Kenta ra ngoài nhưng anh quay sớm .
vi: Hãy băng thật chặt .,vsl: băng thật chặt .
vi: Không vấn đề gì cả .,vsl: vấn đề gì
"vi: Không , đây đều là đồ cá nhân của tôi .",vsl: đây đều là đồ cá nhân tôi không
vi: Bài thi của bạn thế nào ?,vsl: Bài thi bạn thế nào ?
vi: Bạn đã có cái bạn yêu cầu .,vsl: Bạn có cái bạn yêu cầu .
vi: Kinh tởm .,vsl: Kinh tởm .
"vi: Ngượng , tất nhiên .",vsl: Ngượng tất nhiên .
vi: Cứ để nó như thế .,vsl: Cứ nó như .
vi: Chờ Sally vô ích thôi .,vsl: Chờ Sally vô ích thôi .
vi: Không có lựa chọn nào khác .,vsl: có lựa chọn khác không
vi: Tôi bị đau tai kinh khủng và tôi muốn đi khám bác sĩ .,vsl: Tôi đau tai kinh khủng và tôi muốn đi khám bác sĩ .
vi: Jim bị gãy chân và đang ở trong bệnh viện .,vsl: Jim gãy chân và ở trong bệnh viện .
vi: Thế thì chúng ta nên đi thăm anh ấy .,vsl: Thế thì chúng ta nên đi thăm anh .
vi: Họ hòa hợp với nhau như dầu và nước .,vsl: Họ hòa hợp với nhau như dầu và nước .
vi: Tôi muốn uống thứ gì đó .,vsl: Tôi muốn uống thứ đó gì
vi: Đây là một chầu .,vsl: Đây là một chầu .
vi: Chúng tôi đã sống dưới cùng một mái nhà .,vsl: Chúng tôi sống dưới cùng một mái nhà .
vi: Đừng vô lý nữa .,vsl: Đừng vô lý nữa .
vi: Đừng nói theo cách ra lệnh như thế .,vsl: Đừng nói theo cách ra lệnh như thế .
vi: Cẩn thận .,vsl: Cẩn thận .
"vi: Không , chưa .",vsl: chưa không
vi: Chúng ta vẫn còn rất nhiều thời gian .,vsl: Chúng ta còn rất nhiều thời gian .
vi: Nó không thể chờ được .,vsl: Nó không thể chờ được .
vi: Bạn đón tôi ở trường được không ?,vsl: Bạn đón tôi ở trường được không ?
vi: Thật là ngạc nhiên .,vsl: Thật là ngạc nhiên .
vi: Cái này không thể chờ được .,vsl: Cái này không thể chờ được .
vi: Bạn làm quen thế nào ?,vsl: Bạn làm quen thế nào ?
vi: Tôi xin lỗi đã làm phiền bạn .,vsl: Tôi xin lỗi làm phiền bạn .
vi: Đừng nói vòng vo .,vsl: Đừng nói vòng vo .
"vi: Vâng , như thế sẽ ổn .",vsl: Vâng như ổn .
"vi: Để mang đi , xin vui lòng .",vsl: mang đi xin vui lòng .
vi: Tôi không hiểu gì cả .,vsl: Tôi hiểu gì
vi: Anh ấy có con mắt nghệ thuật .,vsl: Anh có con mắt nghệ thuật .
vi: Kết quả còn xa mới thỏa mãn .,vsl: Kết quả còn xa thỏa mãn .
vi: Cô ấy sống rất gần ga .,vsl: Cô sống rất gần ga .
vi: Vui lòng chờ máy .,vsl: Vui lòng chờ máy .
"vi: Không tệ , cám ơn .",vsl: tệ cám ơn không
vi: Nó ngon .,vsl: Nó ngon .
vi: Đó là một yêu cầu vô lý .,vsl: Đó là một yêu cầu vô lý .
vi: Tôi muốn xem cái này .,vsl: Tôi muốn xem cái này .
"vi: Xin hãy đưa cho con dầu gội đầu , Mẹ .",vsl: Xin đưa cho con dầu gội đầu Mẹ .
vi: Cô ấy trông trẻ hơn tuổi thực sự .,vsl: Cô trông trẻ hơn tuổi thực sự .
vi: Tôi không thấy quần lót của tôi .,vsl: Tôi thấy quần lót tôi không
vi: Hãy chơi bắt bóng đi .,vsl: chơi bắt bóng đi .
vi: Tôi muốn có một kỳ nghỉ ở tại nhà dân địa phương nữa ở Mỹ năm sau .,vsl: Tôi muốn có một kỳ nghỉ ở nhà dân địa phương nữa ở Mỹ năm sau .
vi: Quên chuyện đó đi .,vsl: Quên chuyện đó đi .
vi: Tôi thấy đau bụng .,vsl: Tôi thấy đau bụng .
vi: Có qua có lại mới toại lòng nhau .,vsl: Có qua có lại toại lòng nhau .
vi: Bạn vui lòng lấy cho tôi thêm ít nước được không ?,vsl: Bạn vui lòng lấy cho tôi thêm ít nước được không ?
"vi: Ồ , điều này thật là một thứ gì đó .",vsl: Ồ điều này thật là một thứ đó gì
vi: Tàu đến Paris khởi hành từ sân ga nào ?,vsl: Tàu đến Paris khởi hành từ sân ga ?
"vi: Vâng , tôi có .",vsl: Vâng tôi có .
vi: Hộ chiếu của tôi đây .,vsl: Hộ chiếu tôi đây .
vi: Tôi rất mong chờ nó .,vsl: Tôi rất mong chờ nó .
vi: Tôi sẽ trả tiền hóa đơn .,vsl: Tôi trả tiền hóa đơn .
"vi: Cho anh ta nhiều dây , và anh ta sẽ tự treo cổ mình .",vsl: Cho anh ta nhiều dây và anh ta tự treo cổ mình .
vi: Đừng nói với thái độ ra lệnh như thế .,vsl: Đừng nói với thái độ ra lệnh như thế .
vi: Xin hãy gọi tôi trước .,vsl: Xin gọi tôi trước .
vi: Từ nhà tôi đến trường khoảng tám trăm mét .,vsl: Từ nhà tôi đến trường khoảng tám trăm mét .
vi: Đừng buồn bực thế .,vsl: Đừng buồn bực .
vi: Đây không phải việc của bạn .,vsl: Đây phải việc bạn không
vi: Xin hãy chuyển lời nhắn của tôi đến anh ấy .,vsl: Xin chuyển lời nhắn tôi đến anh .
vi: Hãy bắt đầu vào việc thôi .,vsl: bắt đầu vào việc thôi .
"vi: Nếu bạn nghĩ đây là kết thúc của nó , bạn đang phạm sai lầm lớn rồi .",vsl: bạn nghĩ đây là kết thúc nó bạn phạm sai lầm lớn rồi .
vi: Đừng nói vòng vo nữa .,vsl: Đừng nói vòng vo nữa .
vi: Thật là nhẹ nhõm .,vsl: Thật là nhẹ nhõm .
vi: Có lẽ để lúc khác .,vsl: Có lẽ lúc khác .
vi: Tôi có một tin đáng mừng cho bạn .,vsl: Tôi có một tin đáng mừng cho bạn .
vi: Mọi người đều nói tốt về bạn .,vsl: người đều nói tốt về bạn .
vi: Xin hãy cho tôi xem cái rẻ hơn .,vsl: Xin cho tôi xem cái rẻ hơn .
vi: Tôi xem thực đơn được không ?,vsl: Tôi xem thực đơn được không ?
vi: Bạn vui lòng nhanh lên được không ?,vsl: Bạn vui lòng nhanh lên được không ?
vi: Tôi biết bạn nghĩ gì .,vsl: Tôi biết bạn nghĩ gì
vi: Bạn xong chưa ?,vsl: Bạn xong chưa ?
vi: Ngày nay thanh niên muốn lương cao nhất cho công việc nhẹ nhàng nhất .,vsl: Ngày nay thanh niên muốn lương cao nhất cho công việc nhẹ nhàng nhất .
"vi: Tất nhiên , tôi sẽ giữ lời .",vsl: Tất nhiên tôi giữ lời .
vi: Có thắng cảnh nào ở đó không ?,vsl: Có thắng cảnh ở đó không ?
vi: Hãy chơi vài trò chơi đi .,vsl: chơi vài trò chơi đi .
vi: Mọi người đều vui .,vsl: người đều vui .
vi: Không ngạc nhiên gì là anh ấy tức giận .,vsl: ngạc nhiên là anh tức giận gì
vi: Đừng tự giết mình .,vsl: Đừng tự giết mình .
"vi: Ôi , không .",vsl: không
vi: Tôi đã phạm một sai lầm .,vsl: Tôi phạm một sai lầm .
vi: Tôi không tìm thấy vở của tôi .,vsl: Tôi tìm thấy vở tôi không
"vi: Nếu bạn không phiền , bạn có thể chở tôi đến ga không ?",vsl: bạn phiền bạn có thể chở tôi đến ga không ?
vi: Hãy hỏi ý kiến khác .,vsl: hỏi ý kiến khác .
vi: Bạn nói đúng .,vsl: Bạn nói đúng .
vi: Anh ấy và tôi học cùng trường đại học .,vsl: Anh và tôi học cùng trường đại học .
vi: Đây là da thật à ?,vsl: Đây là da thật ?
vi: Tôi bị ợ nóng .,vsl: Tôi ợ nóng .
"vi: Ôi , không .",vsl: không
"vi: Vâng , tôi nói thật đấy .",vsl: Vâng tôi nói thật đấy .
vi: Tôi không thể chấp nhận một mệnh lệnh như thế .,vsl: Tôi không thể chấp nhận một mệnh lệnh như thế .
vi: Tôi yêu cầu quá nhiều à ?,vsl: Tôi yêu cầu quá nhiều ?
vi: Cám ơn đã mời tôi .,vsl: Cám ơn mời tôi .
vi: Hãy đi ăn cùng nhau đi .,vsl: đi ăn cùng nhau đi .
"vi: Nếu bạn muốn nó , bạn có thể có nó .",vsl: bạn muốn nó bạn có thể có nó .
vi: Tôi rất xin lỗi .,vsl: Tôi rất xin lỗi .
"vi: Vâng , tôi nghiêm túc đấy .",vsl: Vâng tôi nghiêm túc đấy .
"vi: Ồ , điều đó cũng được .",vsl: Ồ điều đó cũng được .
vi: Hẹn gặp lại .,vsl: Hẹn gặp .
vi: Tôi không có bạn trai .,vsl: Tôi có bạn trai không
vi: Tôi mừng là bạn có thể đến .,vsl: Tôi mừng là bạn có thể đến .
vi: Tôi bỏ cuộc .,vsl: Tôi bỏ cuộc .
vi: Chúng tôi cần cái này sớm nhất có thể .,vsl: Chúng tôi cái này sớm nhất có thể .
vi: Nó miễn phí .,vsl: Nó miễn phí .
vi: Nó giống như một giấc mơ .,vsl: Nó giống như một giấc mơ .
vi: Nó chưa kết thúc cho đến khi kết thúc .,vsl: Nó chưa kết thúc cho đến khi kết thúc .
vi: Không có cách thứ hai nào .,vsl: có cách thứ hai không
vi: Tôi không thể tìm thấy tất của tôi .,vsl: Tôi không thể tìm thấy tất tôi .
vi: Hay là đi sàn nhảy tối nay ?,vsl: Hay là đi sàn nhảy tối nay ?
vi: Tôi nên làm gì ?,vsl: Tôi nên làm gì ?
vi: Đừng tìm kiếm lợi ích ngay lập tức .,vsl: Đừng tìm kiếm lợi ích ngay lập tức .
vi: Tôi sẽ biết ơn bất cứ sự giúp đỡ nào bạn có thể dành cho tôi .,vsl: Tôi biết ơn bất cứ sự giúp đỡ bạn có thể dành cho tôi .
vi: Đừng lo về nó .,vsl: Đừng lo về nó .
vi: Tôi tự hỏi có phải là thật không .,vsl: Tôi tự hỏi có phải là thật không
vi: Quyển sách này bán chạy .,vsl: Quyển sách này bán chạy .
vi: Bạn có nghiêm túc không ?,vsl: Bạn có nghiêm túc không ?
vi: Tôi đoán tôi đã quay nhầm số .,vsl: Tôi đoán tôi quay nhầm số .
vi: Vui lòng cho tôi xem thực đơn được không ?,vsl: Vui lòng cho tôi xem thực đơn được không ?
vi: Bây giờ tôi đang gặp rắc rối .,vsl: Bây giờ tôi gặp rắc rối .
vi: Cái này là thật .,vsl: Cái này là thật .
vi: Nhìn lại đi .,vsl: Nhìn đi .
vi: Tôi xấu hổ vì bạn đã chứng kiến một cảnh hổ thẹn như thế .,vsl: Tôi xấu hổ bạn chứng kiến một cảnh hổ thẹn như thế .
vi: Không thể tin được .,vsl: Không thể tin được .
"vi: Bồi bàn , vui lòng cho hóa đơn .",vsl: Bồi bàn vui lòng cho hóa đơn .
vi: Xin hãy gọi tôi trước .,vsl: Xin gọi tôi trước .
vi: Điều đó thật phiền phức .,vsl: Điều đó thật phiền phức .
vi: Cô ấy lại thế rồi .,vsl: Cô rồi .
vi: Cho tôi thêm ít bánh mỳ nữa được không ?,vsl: Cho tôi thêm ít bánh mỳ nữa được không ?
vi: Tôi rất tiếc khi nghe điều đó .,vsl: Tôi rất tiếc khi nghe điều đó .
vi: Hãy phục anh ta cẩn thận .,vsl: phục anh ta cẩn thận .
vi: Đó là nguyên nhân rắc rối .,vsl: Đó là nguyên nhân rắc rối .
vi: Hôm nay rất nóng và ẩm .,vsl: Hôm nay rất nóng và ẩm .
vi: Điều đó xứng đáng cho bạn .,vsl: Điều đó xứng đáng cho bạn .
vi: Bạn có thể nói chậm hơn không ?,vsl: Bạn có thể nói chậm hơn không ?
vi: Những điều anh ấy đang nói không có ý nghĩa gì cả .,vsl: điều anh nói có ý nghĩa gì
"vi: Cái này để ăn ở đây , hay để mang đi ?",vsl: Cái này ăn ở đây hay mang đi ?
vi: Bạn không thể giúp được .,vsl: Bạn không thể giúp được .
vi: Đừng là một kẻ thất bại tội nghiệp như thế .,vsl: Đừng là một kẻ thất bại tội nghiệp như thế .
"vi: Xin hãy rẽ trái ở ngã tư thứ hai , tài xế .",vsl: Xin rẽ trái ở ngã tư thứ hai tài xế .
vi: Điều đó là không thể .,vsl: Điều đó là không thể .
"vi: Không , bây giờ , bình tĩnh .",vsl: bây giờ bình tĩnh không
vi: Đó hẳn là một nhầm lẫn .,vsl: Đó hẳn là một nhầm lẫn .
vi: Điều đó thật lãng phí .,vsl: Điều đó thật lãng phí .
vi: Đừng vòng vo nữa .,vsl: Đừng vòng vo nữa .
vi: Thật là xấu hổ .,vsl: Thật là xấu hổ .
vi: Họ hòa thuận như dầu và nước .,vsl: Họ hòa thuận như dầu và nước .
vi: Tôi sẽ để bạn lo phần còn lại .,vsl: Tôi bạn lo phần còn .
vi: Thật sự là bạn à ?,vsl: Thật sự là bạn ?
"vi: Nếu bạn có câu hỏi , cứ tự nhiên hỏi tôi .",vsl: bạn có câu hỏi cứ tự nhiên hỏi tôi .
vi: Bạn có muốn uống thêm cà phê không ?,vsl: Bạn có muốn uống thêm cà phê không ?
vi: Tôi sẽ không thêm rắc rối cho bạn nữa .,vsl: Tôi thêm rắc rối cho bạn nữa không
vi: Có vẻ nhưng không có gì hoạt động .,vsl: Có vẻ nhưng có hoạt động gì
vi: Bạn nên tham khảo một bác sĩ ngay .,vsl: Bạn nên tham khảo một bác sĩ .
"vi: Bồi bàn , vui lòng cho thanh toán .",vsl: Bồi bàn vui lòng cho thanh toán .
vi: Hãy chơi theo luật của riêng bạn .,vsl: chơi theo luật riêng bạn .
"vi: Tôi ăn đủ rồi , cám ơn .",vsl: Tôi ăn đủ rồi cám ơn .
vi: Tôi sẽ ở lại Los Angeles với một gia đình chủ .,vsl: Tôi ở Los Angeles với một gia đình chủ .
vi: Đây là địa chỉ của họ .,vsl: Đây là địa chỉ họ .
"vi: Nói thật , tôi muốn quay lại Nhật Bản .",vsl: Nói thật tôi muốn quay Nhật Bản .
vi: Nó cách đây ba bến .,vsl: Nó cách đây ba bến .
vi: Tôi thấy muốn khóc .,vsl: Tôi thấy muốn khóc .
vi: Đó là một tin đáng mừng .,vsl: Đó là một tin đáng mừng .
vi: Nói thật đi .,vsl: Nói thật đi .
vi: Tôi bị một con côn trùng cắn .,vsl: Tôi một con côn trùng cắn .
vi: Bây giờ chúng ta đến với bài kiểm tra thực sự .,vsl: Bây giờ chúng ta đến với bài kiểm tra thực sự .
vi: Tôi vô cùng tiếc khi biết điều đó .,vsl: Tôi vô cùng tiếc khi biết điều đó .
vi: Bạn đúng điều tôi định nói .,vsl: Bạn đúng điều tôi nói .
"vi: Chắc chắn rồi , thưa bà .",vsl: Chắc chắn rồi bà .
vi: Nó là một trong những thứ kia .,vsl: Nó là một trong thứ kia .
vi: Bạn không thể bỏ qua nó .,vsl: Bạn không thể bỏ qua nó .
vi: Bạn thật may mắn đã giành được giải nhất .,vsl: Bạn thật may mắn giành được giải nhất .
vi: Nhìn kìa .,vsl: Nhìn .
vi: Xe buýt đến rồi .,vsl: Xe buýt đến rồi .
vi: Bỏ cuộc .,vsl: Bỏ cuộc .
vi: Điều đó vô lý .,vsl: Điều đó vô lý .
vi: Bạn có tin nhắn cho anh ấy không ?,vsl: Bạn có tin nhắn cho anh không ?
vi: Vui lòng chờ máy .,vsl: Vui lòng chờ máy .
"vi: Làm hết sức , chơi hết mình .",vsl: Làm hết sức chơi hết mình .
